ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,T_TL,M_TL,F_TL,T_00_04,T_05_09,T_10_14,T_15_17,T_18_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65Plus,M_00_04,M_05_09,M_10_14,M_15_17,M_18_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65Plus,F_00_04,F_05_09,F_10_14,F_15_17,F_18_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65Plus
Gori Gesha,ET110503,Mirab Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,10891,5454,5438,1659,1771,1630,865,324,752,837,653,638,435,353,274,230,190,282,831,887,816,433,162,377,419,327,320,218,177,137,115,95,141,828,884,814,432,162,376,418,326,319,217,176,137,115,95,141
Menit Shasha,ET110504,Mirab Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,46012,22113,23899,7010,7480,6888,3652,1368,3178,3536,2757,2696,1836,1490,1156,972,801,1191,3369,3595,3310,1755,658,1527,1700,1325,1295,882,716,555,467,385,572,3641,3885,3578,1897,711,1651,1837,1432,1400,954,774,600,505,416,619
Bero,ET110505,Mirab Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,5964,3193,2771,909,970,893,473,177,412,458,357,349,238,193,150,126,104,154,487,519,478,253,95,221,245,191,187,127,103,80,67,56,83,422,450,415,220,82,191,213,166,162,111,90,70,59,48,72
Surma,ET110506,Mirab Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,21894,10539,11355,3336,3559,3277,1738,651,1512,1683,1312,1283,874,709,550,463,381,567,1606,1713,1578,837,313,728,810,632,617,421,341,265,223,184,273,1730,1846,1700,901,338,784,873,680,665,453,368,285,240,198,294
Maji,ET110507,Mirab Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,18073,9649,8424,2754,2938,2705,1435,537,1248,1389,1083,1059,721,585,454,382,315,468,1470,1569,1444,766,287,666,742,578,565,385,312,242,204,168,250,1283,1369,1261,669,250,582,647,505,494,336,273,212,178,147,218
Konta,ET110601,Konta Special,ET1106,South West Ethiopia,ET11,Ethiopia,ET,126874,61944,64930,19331,20625,18992,10071,3772,8763,9751,7603,7433,5063,4109,3186,2680,2209,3284,9438,10070,9273,4917,1842,4278,4761,3712,3629,2472,2006,1556,1309,1079,1603,9893,10555,9720,5154,1931,4485,4990,3891,3804,2591,2103,1631,1372,1131,1680
Akobo,ET120101,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,33784,19538,14246,4835,5159,4839,3035,1137,2837,2744,2154,2078,1420,1153,947,455,458,533,2796,2983,2798,1755,657,1641,1587,1246,1202,821,667,548,263,265,308,2039,2175,2040,1280,479,1196,1157,908,876,599,486,399,192,193,225
Lare,ET120102,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,48867,25250,23617,6994,7462,6999,4390,1644,4104,3969,3116,3006,2054,1668,1370,658,663,771,3614,3856,3616,2268,850,2121,2051,1610,1553,1061,862,708,340,343,398,3380,3606,3383,2122,795,1984,1918,1506,1453,993,806,662,318,320,373
Jikawo,ET120103,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,26157,14111,12046,3743,3994,3746,2350,880,2197,2124,1668,1609,1099,893,733,352,355,413,2019,2155,2021,1268,475,1185,1146,900,868,593,482,396,190,191,223,1724,1839,1725,1082,405,1012,978,768,741,506,411,338,162,163,190
Wantawo,ET120104,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,31081,16378,14703,4448,4746,4452,2792,1046,2610,2524,1982,1912,1306,1061,871,418,422,490,2344,2501,2346,1471,551,1376,1330,1044,1008,688,559,459,220,222,258,2104,2245,2106,1321,495,1235,1194,938,905,618,502,412,198,199,232
Makuey,ET120105,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,23932,12832,11100,3425,3654,3428,2150,805,2010,1944,1526,1472,1006,817,671,322,325,377,1836,1959,1838,1153,432,1078,1042,818,789,539,438,360,173,174,202,1589,1695,1590,997,373,932,902,708,683,467,379,311,149,151,175
Gambela National Park,ET120200,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abobo,ET120201,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,25324,12957,12367,3624,3867,3627,2275,852,2127,2057,1615,1558,1064,864,710,341,344,399,1854,1979,1856,1164,436,1088,1052,826,797,545,442,363,174,176,204,1770,1888,1771,1111,416,1039,1004,789,761,520,422,347,166,168,195
Gambela Zuria,ET120202,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,15346,7400,7946,2196,2343,2198,1379,516,1289,1246,979,944,645,524,430,207,208,242,1059,1130,1060,665,249,622,601,472,455,311,253,207,100,100,117,1137,1213,1138,714,267,667,645,507,489,334,271,223,107,108,125
Gog,ET120203,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,28344,13213,15131,4056,4328,4060,2546,954,2381,2302,1807,1744,1191,967,795,382,384,447,1891,2018,1892,1187,445,1110,1073,843,813,555,451,370,178,179,208,2165,2310,2167,1359,509,1271,1229,965,931,636,516,424,204,205,239
Jore,ET120204,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,13231,6164,7067,1894,2020,1895,1189,445,1111,1075,844,814,556,452,371,178,179,209,882,941,883,554,207,518,501,393,379,259,210,173,83,84,97,1011,1079,1012,635,238,594,574,451,435,297,241,198,95,96,111
Dima (GM),ET120205,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,12892,7290,5602,1845,1969,1846,1158,434,1083,1047,822,793,542,440,361,174,175,203,1043,1113,1044,655,245,612,592,465,448,306,249,204,98,99,115,802,855,802,503,188,470,455,357,345,235,191,157,75,76,88
Gambela town,ET120206,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,92131,48758,43373,13185,14068,13195,8276,3100,7738,7483,5875,5668,3872,3144,2583,1240,1250,1453,6978,7445,6983,4380,1641,4095,3960,3109,2999,2049,1664,1367,656,661,769,6207,6623,6212,3896,1459,3643,3523,2766,2668,1823,1480,1216,584,588,684
Godere,ET120301,Majang,ET1203,Gambela,ET12,Ethiopia,ET,59384,30571,28813,8499,9068,8505,5335,1998,4988,4823,3787,3653,2496,2026,1665,799,806,937,4375,4668,4378,2746,1029,2568,2483,1949,1881,1285,1043,857,412,415,482,4124,4400,4127,2588,970,2420,2340,1837,1773,1211,983,808,388,391,454
Mengesh,ET120308,Majang,ET1203,Gambela,ET12,Ethiopia,ET,27507,14322,13185,3937,4200,3940,2471,926,2310,2234,1754,1692,1156,939,771,370,373,434,2050,2187,2051,1287,482,1203,1163,913,881,602,489,401,193,194,226,1887,2013,1888,1184,444,1107,1071,841,811,554,450,370,177,179,208
Itang,ET120407,Itang Special woreda,ET1204,Gambela,ET12,Ethiopia,ET,54022,27218,26804,7731,8249,7737,4853,1818,4537,4388,3445,3323,2270,1843,1514,727,733,852,3895,4156,3898,2445,916,2286,2211,1736,1674,1144,929,763,366,369,429,3836,4093,3839,2408,902,2251,2177,1709,1649,1127,915,751,361,364,423
Sofi,ET130101,Harari,ET1301,Harari,ET13,Ethiopia,ET,11055,5569,5487,1475,1574,1463,845,316,1066,945,667,755,489,377,302,248,116,416,743,793,737,426,159,537,476,336,380,246,190,152,125,58,210,732,781,726,419,157,529,469,331,375,243,187,150,123,58,206
Shenkor,ET130102,Harari,ET1301,Harari,ET13,Ethiopia,ET,2607,1313,1294,348,371,345,199,75,251,223,157,178,115,89,71,58,27,98,175,187,174,100,38,127,112,79,90,58,45,36,29,14,49,173,184,171,99,37,125,111,78,88,57,44,35,29,14,49
Jinela,ET130103,Harari,ET1301,Harari,ET13,Ethiopia,ET,2263,1140,1123,302,322,300,173,65,218,193,137,155,100,77,62,51,24,85,152,162,151,87,33,110,97,69,78,50,39,31,26,12,43,150,160,149,86,32,108,96,68,77,50,38,31,25,12,42
Hakim,ET130104,Harari,ET1301,Harari,ET13,Ethiopia,ET,1469,740,729,196,209,194,112,42,142,125,89,100,65,50,40,33,15,55,99,105,98,57,21,71,63,45,51,33,25,20,17,8,28,97,104,96,56,21,70,62,44,50,32,25,20,16,8,27
Erer (HR),ET130105,Harari,ET1301,Harari,ET13,Ethiopia,ET,138812,69920,68892,18526,19767,18376,10608,3973,13388,11862,8378,9479,6141,4737,3790,3111,1455,5223,9332,9956,9256,5343,2001,6744,5975,4220,4775,3093,2386,1909,1567,733,2631,9194,9810,9120,5265,1972,6644,5887,4158,4704,3048,2351,1881,1544,722,2592
Dire Teyara,ET130106,Harari,ET1301,Harari,ET13,Ethiopia,ET,1687,850,837,225,240,223,129,48,163,144,102,115,75,58,46,38,18,63,113,121,112,65,24,82,73,51,58,38,29,23,19,9,32,112,119,111,64,24,81,72,51,57,37,29,23,19,9,31
Amir Nur,ET130107,Harari,ET1301,Harari,ET13,Ethiopia,ET,650,327,323,87,93,86,50,19,63,56,39,44,29,22,18,15,7,24,44,47,43,25,9,32,28,20,22,14,11,9,7,3,12,43,46,43,25,9,31,28,19,22,14,11,9,7,3,12
Aboker,ET130108,Harari,ET1301,Harari,ET13,Ethiopia,ET,1599,806,794,213,228,212,122,46,154,137,97,109,71,55,44,36,17,60,108,115,107,62,23,78,69,49,55,36,27,22,18,8,30,106,113,105,61,23,77,68,48,54,35,27,22,18,8,30
Abadir,ET130109,Harari,ET1301,Harari,ET13,Ethiopia,ET,109859,55336,54522,14662,15644,14543,8395,3145,10596,9387,6631,7502,4860,3749,2999,2462,1152,4133,7385,7880,7325,4229,1584,5337,4728,3340,3779,2448,1888,1511,1240,580,2082,7277,7764,7218,4166,1561,5259,4659,3291,3723,2412,1860,1488,1222,572,2051
Akaki Kality,ET140101,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,249662,121105,128557,19337,20632,19980,21220,7949,33936,33594,22683,19105,11943,8334,7455,5853,5879,11760,9380,10008,9692,10294,3856,16462,16296,11003,9267,5793,4043,3616,2839,2852,5705,9957,10624,10288,10927,4093,17475,17299,11680,9838,6150,4291,3839,3014,3027,6056
Nifas Silk Lafto,ET140102,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,435752,203380,232372,33751,36011,34873,37037,13873,59231,58635,39590,33345,20846,14546,13013,10216,10262,20526,15753,16807,16276,17287,6475,27645,27367,18478,15563,9729,6789,6073,4768,4789,9580,17998,19203,18596,19751,7398,31586,31268,21112,17782,11116,7757,6939,5448,5472,10946
Kolfe Keraniyo,ET140103,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,590767,283453,307314,45757,48821,47278,50213,18808,80302,79493,53673,45208,28261,19720,17642,13850,13912,27828,21954,23425,22684,24093,9024,38529,38141,25753,21691,13560,9462,8465,6645,6675,13352,23803,25397,24594,26121,9784,41773,41352,27921,23517,14701,10258,9177,7205,7237,14476
Bole,ET140104,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,370375,172476,197899,28687,30608,29641,31481,11792,50344,49837,33650,28342,17718,12363,11060,8683,8722,17446,13359,14254,13803,14660,5491,23444,23208,15670,13198,8251,5757,5151,4043,4062,8124,15328,16354,15838,16821,6301,26900,26629,17980,15144,9467,6606,5910,4639,4660,9322
Lideta,ET140105,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,277876,131422,146454,21522,22964,22238,23619,8847,37771,37391,25246,21264,13293,9276,8298,6514,6544,13089,10179,10861,10518,11170,4184,17864,17684,11940,10057,6287,4387,3925,3081,3095,6191,11343,12103,11721,12448,4663,19907,19707,13306,11207,7006,4889,4373,3433,3449,6899
Kirkos,ET140106,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,304817,141289,163528,23609,25190,24394,25908,9705,41433,41016,27694,23326,14582,10175,9103,7146,7178,14358,10943,11676,11307,12009,4498,19205,19012,12837,10812,6759,4716,4219,3312,3327,6655,12666,13514,13087,13899,5206,22228,22004,14857,12514,7823,5459,4883,3834,3851,7703
Yeka,ET140107,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,448990,207356,241635,34776,37105,35932,38163,14295,61030,60416,40792,34358,21479,14987,13408,10526,10573,21149,16060,17136,16594,17625,6602,28185,27902,18839,15868,9920,6922,6192,4861,4883,9767,18715,19969,19338,20538,7693,32845,32514,21953,18491,11559,8066,7216,5665,5690,11382
Addis Ketema,ET140108,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,351723,170500,181223,27242,29067,28148,29895,11198,47809,47328,31955,26915,16826,11741,10503,8246,8283,16568,13206,14090,13645,14492,5428,23176,22942,15491,13047,8156,5691,5092,3997,4015,8031,14036,14976,14503,15403,5770,24633,24385,16465,13868,8669,6049,5412,4249,4268,8536
Arada,ET140109,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,291401,135371,156030,22570,24082,23320,24768,9277,39610,39211,26475,22299,13940,9727,8702,6832,6862,13726,10485,11187,10834,11506,4310,18401,18215,12299,10359,6476,4519,4042,3174,3188,6377,12085,12894,12487,13262,4968,21209,20995,14176,11940,7464,5208,4659,3658,3674,7350
Gulele,ET140110,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,368634,176640,191994,28552,30464,29501,31333,11736,50108,49603,33492,28209,17635,12305,11008,8642,8681,17364,13681,14598,14136,15014,5624,24010,23769,16048,13517,8450,5896,5275,4141,4160,8320,14871,15867,15365,16319,6113,26097,25835,17443,14692,9185,6409,5733,4501,4521,9044
Lemi Kura,ET140111,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,84002,39008,44995,6506,6942,6723,7140,2674,11418,11303,7632,6428,4019,2804,2509,1969,1978,3957,3021,3224,3122,3316,1242,5302,5249,3544,2985,1866,1302,1165,914,919,1837,3485,3718,3601,3824,1433,6116,6054,4088,3443,2152,1502,1344,1055,1060,2119
Sabian,ET150103,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,84374,42637,41737,10907,11637,10307,6540,2450,8154,7594,5891,5129,4072,3440,2314,1499,1774,2666,5512,5881,5208,3305,1238,4120,3838,2977,2592,2057,1738,1169,757,896,1347,5395,5757,5098,3235,1212,4033,3757,2914,2537,2014,1702,1145,741,877,1319
Malka Jabti /M.Jebdu),ET150104,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,20659,10440,10219,2671,2849,2524,1601,600,1997,1860,1442,1256,997,842,567,367,434,653,1350,1440,1275,809,303,1009,940,729,635,504,426,286,185,219,330,1321,1410,1248,792,297,988,920,714,621,493,417,280,182,215,323
Legehare,ET150105,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,9572,4837,4735,1237,1320,1169,742,278,925,862,668,582,462,390,262,170,201,303,625,667,591,375,140,467,435,338,294,233,197,133,86,102,153,612,653,578,367,137,458,426,331,288,228,193,130,84,100,150
Addis Ketema (DD),ET150109,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,165587,83677,81911,21405,22839,20227,12836,4808,16002,14904,11562,10066,7991,6751,4541,2942,3481,5233,10817,11541,10221,6486,2430,8087,7532,5842,5087,4038,3412,2295,1486,1759,2644,10588,11298,10006,6349,2378,7916,7373,5719,4979,3953,3340,2246,1455,1722,2589
Gende Kore,ET150110,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,13576,6861,6716,1755,1873,1658,1052,394,1312,1222,948,825,655,554,372,241,285,429,887,946,838,532,199,663,618,479,417,331,280,188,122,144,217,868,926,820,521,195,649,604,469,408,324,274,184,119,141,212
Dechatu,ET150111,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,15323,7743,7580,1981,2113,1872,1188,445,1481,1379,1070,932,739,625,420,272,322,484,1001,1068,946,600,225,748,697,541,471,374,316,212,138,163,245,980,1045,926,588,220,733,682,529,461,366,309,208,135,159,240
Hafat Issa,ET150112,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,5050,2552,2498,653,697,617,391,147,488,455,353,307,244,206,138,90,106,160,330,352,312,198,74,247,230,178,155,123,104,70,45,54,81,323,345,305,194,73,241,225,174,152,121,102,69,44,53,79
Kazira,ET150113,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,9242,4670,4572,1195,1275,1129,716,268,893,832,645,562,446,377,253,164,194,292,604,644,570,362,136,451,420,326,284,225,190,128,83,98,148,591,631,558,354,133,442,411,319,278,221,186,125,81,96,144
Police Maret,ET150114,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,4973,2513,2460,643,686,607,385,144,481,448,347,302,240,203,136,88,105,157,325,347,307,195,73,243,226,175,153,121,102,69,45,53,79,318,339,301,191,71,238,221,172,150,119,100,67,44,52,78
Aseliso,ET150201,Dire Dawa rural,ET1502,Dire Dawa,ET15,Ethiopia,ET,69002,34769,34233,8920,9517,8429,5349,2003,6668,6211,4818,4195,3330,2813,1892,1226,1451,2181,4495,4796,4247,2695,1010,3360,3130,2428,2114,1678,1418,953,618,731,1099,4425,4722,4182,2654,994,3308,3081,2390,2081,1652,1396,939,608,720,1082
Jeldessa,ET150206,Dire Dawa rural,ET1502,Dire Dawa,ET15,Ethiopia,ET,48305,24340,23965,6244,6663,5901,3744,1403,4668,4348,3373,2936,2331,1969,1325,858,1016,1527,3146,3357,2973,1887,707,2352,2191,1699,1480,1175,992,667,432,512,769,3098,3305,2927,1858,696,2316,2157,1673,1457,1156,977,657,426,504,757
Wahil,ET150207,Dire Dawa rural,ET1502,Dire Dawa,ET15,Ethiopia,ET,36104,18193,17912,4667,4980,4410,2799,1048,3489,3250,2521,2195,1742,1472,990,641,759,1141,2352,2509,2222,1410,528,1758,1638,1270,1106,878,742,499,323,382,575,2315,2470,2188,1388,520,1731,1612,1251,1089,864,730,491,318,377,566
Biyoawale,ET150208,Dire Dawa rural,ET1502,Dire Dawa,ET15,Ethiopia,ET,39231,19768,19463,5071,5411,4792,3041,1139,3791,3531,2739,2385,1893,1600,1076,697,825,1240,2555,2727,2415,1532,574,1910,1779,1380,1202,954,806,542,351,416,625,2516,2684,2377,1509,565,1881,1752,1359,1183,939,794,534,346,409,615
Shebe Dino,ET160001,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,314391,158420,155971,47901,51109,47063,24957,9348,21714,24164,18841,18418,12546,10182,7896,6642,5475,8137,24137,25753,23715,12576,4710,10942,12176,9494,9281,6322,5131,3979,3347,2759,4100,23764,25355,23348,12381,4638,10773,11988,9347,9137,6224,5051,3917,3295,2716,4037
Hawassa Zuria,ET160002,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,159208,80297,78911,24257,25882,23833,12638,4734,10996,12237,9541,9327,6353,5156,3998,3363,2772,4120,12234,13053,12020,6374,2388,5546,6172,4812,4704,3204,2600,2017,1696,1398,2078,12023,12828,11813,6264,2346,5450,6065,4729,4623,3149,2556,1982,1667,1374,2042
Arbegona,ET160003,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,182404,91069,91335,27791,29652,27305,14479,5424,12598,14019,10931,10686,7279,5907,4581,3853,3176,4721,13875,14805,13633,7229,2708,6290,6999,5458,5335,3634,2949,2287,1924,1586,2357,13916,14848,13672,7250,2716,6308,7020,5473,5351,3645,2958,2294,1930,1590,2364
Dale,ET160004,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,349464,175631,173833,53245,56810,52313,27741,10391,24137,26859,20942,20473,13946,11318,8777,7383,6085,9044,26759,28551,26291,13942,5222,12130,13499,10525,10289,7009,5688,4411,3710,3058,4545,26485,28259,26022,13799,5169,12006,13361,10417,10184,6937,5630,4366,3672,3027,4499
Aleta Wendo,ET160005,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,139585,69943,69642,21267,22692,20895,11080,4150,9641,10728,8365,8177,5570,4521,3506,2949,2431,3613,10657,11370,10470,5552,2080,4831,5376,4191,4098,2791,2265,1757,1478,1218,1810,10611,11321,10425,5528,2071,4810,5353,4173,4080,2779,2255,1749,1471,1213,1802
Dara,ET160006,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,212330,104259,108071,32351,34517,31785,16855,6313,14665,16319,12724,12439,8473,6876,5333,4486,3697,5495,15885,16949,15607,8276,3100,7201,8013,6248,6108,4161,3377,2618,2203,1816,2698,16466,17568,16178,8579,3213,7464,8306,6476,6331,4313,3500,2714,2283,1882,2797
Hulla,ET160007,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,173556,86656,86900,26443,28214,25981,13777,5160,11987,13339,10401,10168,6926,5621,4359,3666,3022,4492,13203,14087,12972,6879,2577,5985,6660,5193,5077,3458,2806,2176,1831,1509,2243,13240,14127,13009,6898,2584,6002,6679,5208,5091,3468,2814,2182,1836,1513,2249
Bensa,ET160008,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,335529,169940,165589,51121,54545,50227,26635,9977,23174,25788,20107,19657,13390,10866,8427,7088,5843,8684,25892,27626,25439,13490,5053,11737,13061,10184,9956,6782,5504,4268,3590,2959,4398,25229,26919,24788,13145,4924,11437,12727,9923,9701,6608,5363,4159,3498,2884,4286
Aroresa,ET160009,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,221588,111100,110488,33761,36022,33171,17590,6589,15305,17031,13279,12982,8843,7176,5565,4681,3859,5735,16927,18061,16631,8819,3303,7673,8539,6658,6509,4434,3598,2790,2347,1935,2875,16834,17961,16540,8771,3285,7631,8492,6621,6473,4409,3578,2775,2334,1924,2860
Boricha,ET160010,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,333469,167030,166439,50808,54210,49919,26471,9915,23032,25630,19984,19536,13307,10800,8375,7045,5807,8630,25449,27153,25004,13259,4966,11536,12838,10010,9785,6665,5409,4195,3529,2909,4323,25359,27057,24915,13212,4949,11496,12792,9974,9751,6642,5390,4180,3516,2898,4308
Gorche,ET160011,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,138734,70323,68411,21138,22553,20768,11013,4125,9582,10663,8314,8128,5536,4493,3484,2931,2416,3591,10714,11432,10527,5582,2091,4857,5405,4214,4120,2806,2277,1766,1486,1225,1820,10423,11121,10241,5431,2034,4725,5258,4100,4008,2730,2216,1718,1445,1191,1771
Malga,ET160012,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,145595,73719,71876,22183,23669,21795,11557,4329,10056,11190,8725,8530,5810,4715,3657,3076,2535,3768,11232,11984,11035,5852,2192,5092,5666,4418,4319,2942,2387,1851,1557,1284,1908,10951,11684,10760,5706,2137,4964,5524,4307,4211,2868,2328,1805,1518,1252,1860
Wonosho,ET160013,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,117311,59515,57796,17874,19071,17561,9312,3488,8102,9016,7030,6873,4681,3799,2946,2478,2043,3036,9068,9675,8909,4724,1770,4111,4574,3567,3487,2375,1927,1495,1257,1036,1540,8806,9396,8652,4588,1718,3992,4442,3464,3386,2306,1872,1452,1221,1006,1496
Chire,ET160014,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,157094,78888,78206,23935,25538,23516,12470,4671,10850,12074,9414,9203,6269,5088,3945,3319,2736,4066,12019,12824,11809,6262,2346,5449,6063,4728,4622,3148,2555,1981,1667,1374,2042,11916,12714,11707,6208,2325,5402,6011,4687,4582,3121,2533,1964,1652,1362,2024
Bursa,ET160015,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,135503,67660,67843,20645,22028,20284,10756,4029,9359,10415,8120,7938,5407,4388,3403,2863,2360,3507,10309,10999,10128,5371,2012,4673,5200,4055,3964,2700,2191,1699,1429,1178,1751,10337,11029,10156,5385,2017,4686,5214,4066,3975,2707,2197,1704,1433,1181,1756
Aleta Chuko,ET160016,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,221256,113568,107688,33711,35968,33121,17563,6579,15282,17006,13259,12962,8829,7166,5557,4674,3853,5726,17303,18462,17001,9015,3377,7844,8729,6806,6653,4532,3678,2852,2399,1978,2939,16407,17506,16120,8548,3202,7438,8277,6453,6309,4297,3488,2705,2275,1875,2787
Bona Zuria,ET160017,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,162814,81693,81121,24806,26468,24373,12924,4841,11245,12514,9757,9538,6497,5273,4089,3440,2835,4214,12447,13280,12229,6485,2429,5642,6279,4896,4786,3260,2646,2052,1726,1423,2114,12360,13187,12143,6439,2412,5603,6235,4861,4752,3237,2627,2037,1714,1413,2099
Hawasa town,ET160018,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,16010,7875,8135,2439,2603,2397,1271,476,1106,1231,959,938,639,519,402,338,279,414,1200,1280,1179,625,234,544,605,472,461,314,255,198,166,137,204,1240,1323,1218,646,242,562,625,488,477,325,263,204,172,142,211
Wondo-Genet,ET160019,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,86047,43192,42855,13110,13988,12881,6831,2559,5943,6614,5157,5041,3434,2787,2161,1818,1498,2227,6581,7021,6466,3429,1284,2983,3320,2588,2530,1724,1399,1085,912,752,1118,6529,6967,6415,3402,1274,2960,3294,2568,2511,1710,1388,1076,905,746,1109
Yirgalem town,ET160020,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,77904,38306,39598,11870,12664,11662,6184,2316,5381,5988,4669,4564,3109,2523,1957,1646,1357,2016,5836,6227,5734,3041,1139,2646,2944,2296,2244,1529,1241,962,809,667,991,6033,6437,5928,3143,1177,2735,3043,2373,2320,1580,1282,994,837,690,1025
Aleta Wondo town,ET160021,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,56645,28667,27978,8630,9208,8480,4497,1684,3912,4354,3395,3319,2260,1834,1423,1197,986,1466,4368,4660,4291,2276,852,1980,2203,1718,1679,1144,928,720,606,499,742,4263,4548,4188,2221,832,1932,2150,1677,1639,1116,906,703,591,487,724
Leku town,ET160022,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,30321,15503,14818,4620,4929,4539,2407,902,2094,2330,1817,1776,1210,982,762,641,528,785,2362,2520,2321,1231,461,1071,1192,929,908,619,502,389,328,270,401,2258,2409,2218,1176,441,1023,1139,888,868,591,480,372,313,258,383
